iin_start,iin_end,number_length,scheme,brand,type,prepaid,country,bank_name,bank_logo,bank_url,bank_phone,bank_city
341142,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,,
342562,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,,
360218,,,DINERS,DINERS CLUB INTERNATIONAL,CREDIT,,EC,DINERS CLUB DEL ECUADOR S.A.,,www.dinersclub.com.ec,+593 2 297 3100,Quito
360324,,,DINERS,DINERS CLUB INTERNATIONAL,CREDIT,,CO,Banco Davivienda S.A.,,www.davivienda.com,+57 1 3383838,Bogota D.C.
361766,,,DINERS,DINERS CLUB,CREDIT,,CZ,DINERS CLUB INTERNATIONAL CS,,www.dinersclub.cz,+420 255 712 712,PRAGUE
370245,,,AMEX,AMERICAN EXPRESS,CREDIT,,VE,BANESCO BANCO UNIVERSAL S.A.,,www.banesco.com,+58 212 501 11 11,CARACAS
370266,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8662077970,
371240,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005253355,
371241,371242,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005284800,
371270,,,AMEX,,CREDIT,,US,DELTA SKYMILES,,www.americanexpress.com,8002976200,
371312,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8882461076,
371318,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005284800,
371331,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8663911424,
371340,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8882461076,
371348,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8008245895,
371380,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005253355,
371389,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005253355,
371403,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,6663,
371512,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005284800,
371515,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8882461076,
371525,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8882583741,
371530,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8004923344,
371537,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8006531693,
371538,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8004923344,
371543,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8772583254,
371549,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005216121,
371553,371554,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8004928468,
371556,371557,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8004923344,
371559,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005284800,
371560,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8778770987,
371566,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8778770987,
371567,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8003272177,
371571,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8003272177,
371576,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005284800,
371700,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005253355,
371701,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005284800,
371702,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005253355,
371704,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005253355,
371706,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005284800,
371708,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005284800,
371725,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005253355,
371726,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8003272177,
371727,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005253355,
371736,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,,
371737,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005216121,
371741,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005282121,
371746,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8002971000,
371754,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005253355,
371758,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8778770987,
371782,,,AMEX,,CREDIT,,GB,AMERICAN EXPRESS,,www.americanexpress.com,441273696933,
371826,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,,
371867,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,,
372077,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,,
372170,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005284800,
372312,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8002570770,
372321,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8009260143,
372341,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8882583741,
372342,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005284800,
372358,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8002971000,
372379,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8882461076,
372392,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8882461076,
372395,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8009648542,
372397,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8882461076,
372408,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,,
372448,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,,
372523,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8002570770,
372525,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,4458664466677,
372527,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8002570770,
372528,372529,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8002971000,
372532,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8004231414,
372533,372534,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8002570770,
372557,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8002570770,
372559,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005284800,
372583,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8002570770,
372584,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8002971000,
372588,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8002971000,
372589,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8002570770,
372658,,,AMEX,,CREDIT,,PR,AMERICAN EXPRESS,,www.americanexpress.com,1,
372684,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8003271267,
372715,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8004923344,
372720,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8004928468,
372725,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,,
372738,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8887088128,
372741,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8009540559,
372760,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8003272177,
372794,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005284800,
372813,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005253355,
372816,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8003272177,
372837,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8003272177,
372878,,,AMEX,,CREDIT,,US,AMEX,,www.americanexpress.com,8005284800,
372890,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8003272177,
372898,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005284800,
373039,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005284800,
373128,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,2126401505,
373137,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005284800,
373190,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005284800,
373216,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005284800,
373278,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8004928468,
373320,,,AMEX,,CREDIT,,CA,AMERICAN EXPRESS,,www.americanexpress.com,8887211046,
373391,,,AMEX,,CREDIT,,CA,AMERICAN EXPRESS,,www.americanexpress.com,9054740870,
373394,,,AMEX,,CREDIT,,CA,AMERICAN EXPRESS,,www.americanexpress.com,8888112323,
373470,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005284800,
373497,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8006355955,
373498,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,,
373728,,,AMEX,,CREDIT,,US,AMERICANEXPRESS,,www.americanexpress.com,8005284800,
373735,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8006355955,
373737,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8004231414,
374188,,,AMEX,,CREDIT,,BE,AMERICAN EXPRESS,,www.americanexpress.com,3226762888,
374322,,,AMEX,,CREDIT,,US,BANK OF AMERICA,,www.americanexpress.com,8009006651,
374350,,,AMEX,,CREDIT,,US,CITIBANK,,www.americanexpress.com,8664492484,
374355,,,AMEX,,CREDIT,,US,USAA,,www.americanexpress.com,8005318722,
374391,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,,
374424,,,AMEX,,CREDIT,,TR,GARANTI,,www.americanexpress.com,80818,
374614,,,AMEX,,CREDIT,,GB,AMERICAN EXPRESS,,www.americanexpress.com,441273696933,
374629,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,,
374632,,,AMEX,,CREDIT,,US,BANK OF AMERICA,,www.americanexpress.com,8009006651,
374716,,,AMEX,,CREDIT,,US,FIDELITY,,www.americanexpress.com,8778117088,
374720,,,AMEX,,CREDIT,,US,BANK OF AMERICA,,www.americanexpress.com,8047883061,
375001,,,AMEX,,CREDIT,,DE,AMERICAN EXPRESS,,www.americanexpress.com,496997971000,
375080,,,AMEX,,CREDIT,,DE,AMERICAN EXPRESS,,www.americanexpress.com,06997972000,
375081,,,AMEX,,CREDIT,,DE,AMERICAN EXPRESS,,www.americanexpress.com,496997972000,
375135,,,AMEX,,CREDIT,,BR,BRADESCO,,www.americanexpress.com,,
375138,,,AMEX,,CREDIT,,BR,BRADESCO,,www.americanexpress.com,,
375415,,,AMEX,,CREDIT,,AU,COMMONWEALTH,,www.americanexpress.com,61299993283,
375417,,,AMEX,,CREDIT,,NO,AMERICAN EXPRESS,,www.americanexpress.com,4766984370,
375699,,,AMEX,,CREDIT,,ES,BANCO SABADELL,,www.americanexpress.com,,
376013,,,AMEX,,CREDIT,,GB,AMERICAN EXPRESS,,www.americanexpress.com,441273696933,
376014,,,AMEX,,CREDIT,,GB,AMERICAN EXPRESS,,www.americanexpress.com,08456042638,
376064,,,AMEX,,CREDIT,,AU,AMERICAN EXPRESS,,www.americanexpress.com,1800059388,
376066,,,AMEX,,CREDIT,,AU,AMERICAN EXPRESS,,www.americanexpress.com,61292714498,
376073,376074,,AMEX,,CREDIT,,AU,AMERICAN EXPRESS,,www.americanexpress.com,61,
376212,,,AMEX,,CREDIT,,SG,AMERICAN EXPRESS,,www.americanexpress.com,6563966888,
376402,,,AMEX,,CREDIT,,AR,,,www.americanexpress.com,,
376418,,,AMEX,,CREDIT,,AR,AMERICAN EXPRESS,,www.americanexpress.com,08004442450,
376437,,,AMEX,,CREDIT,,BR,AMERICANEXPRESS,,www.americanexpress.com,553421026266,
376439,,,AMEX,,CREDIT,,BR,BRADESCO,,www.americanexpress.com,553421026266,
376442,,,AMEX,,CREDIT,,BR,BRADESCO,,www.americanexpress.com,553421026266,
376444,,,AMEX,,CREDIT,,BR,AMERICAN EXPRESS,,www.americanexpress.com,553421026266,
376446,,,AMEX,,CREDIT,,BR,BRADESCO,,www.americanexpress.com,22756762724633773472,
376449,,,AMEX,,CREDIT,,BR,BRADESCO,,www.americanexpress.com,553421026266,
376451,,,AMEX,,CREDIT,,AR,AMERICAN EXPRESS,,www.americanexpress.com,08004442450,
376458,,,AMEX,,CREDIT,,AR,AMERICAN EXPRESS,,www.americanexpress.com,08004442450,
376464,,,AMEX,,CREDIT,,BR,BANCO BANKPAR S.A.,,www.americanexpress.com,553421026266,
376466,,,AMEX,,CREDIT,,BR,BRADESCO,,www.americanexpress.com,553421026266,
376469,,,AMEX,,CREDIT,,GB,AMERICAN EXPRESS,,www.americanexpress.com,441273696933,
376473,,,AMEX,,CREDIT,,BR,AMERICAN EXPRESS,,www.americanexpress.com,,
376475,,,AMEX,,CREDIT,,BR,AMERICAN EXPRESS,,www.americanexpress.com,,
376489,,,AMEX,,CREDIT,,BR,BRADESCO,,www.americanexpress.com,553421026266,
376493,,,AMEX,,CREDIT,,BR,BANCO DO BRASIL,,www.americanexpress.com,553337231101,
376522,,,AMEX,,CREDIT,,BR,AMERICAN EXPRESS,,www.americanexpress.com,4078516060,
376523,,,AMEX,,CREDIT,,BR,BRADESCO,,www.americanexpress.com,553421026266,
376525,376526,,AMEX,,CREDIT,,BR,AMERICAN EXPRESS,,www.americanexpress.com,553421026266,
376528,376529,,AMEX,,CREDIT,,BR,AMERICAN EXPRESS,,www.americanexpress.com,553421026266,
376601,,,AMEX,,CREDIT,,BR,BRADESCO,,www.americanexpress.com,,
376618,,,AMEX,,CREDIT,,BR,HSBC,,www.americanexpress.com,554133076099,
376623,,,AMEX,,CREDIT,,BR,BRADESCO,,www.americanexpress.com,,
376627,,,AMEX,,CREDIT,,BR,AMERICAN EXPRESS,,www.americanexpress.com,553421026266,
376628,,,AMEX,,CREDIT,,BR,BRADESCO,,www.americanexpress.com,553421026266,
376629,,,AMEX,,CREDIT,,BR,AMERICAN EXPRESS,,www.americanexpress.com,08007262639,
376650,,,AMEX,,CREDIT,,EC,BANCO DE GUAYAQUIL,,www.americanexpress.com,59342517100,
376653,,,AMEX,,CREDIT,,EC,BANCO DE GUAYAQUIL,,www.americanexpress.com,59323730100,
376654,,,AMEX,,CREDIT,,EC,BANCO DE GUAYAQUIL,,www.americanexpress.com,1700242424,
376659,,,AMEX,,CREDIT,,EC,BANCO DE GUAYAQUIL,,www.americanexpress.com,59323730100,
376660,,,AMEX,,CREDIT,,MX,AMERICAN EXPRESS,,www.americanexpress.com,018005040400,
376662,,,AMEX,,CREDIT,,MX,AMERICAN EXPRESS,,www.americanexpress.com,8774025225,
376669,,,AMEX,,CREDIT,,MX,AMERICAN EXPRESS,,www.americanexpress.com,52,
376689,,,AMEX,,CREDIT,,MX,AMERICAN EXPRESS,,www.americanexpress.com,528183199144,
376706,,,AMEX,,CREDIT,,MX,AMERICAN EXPRESS,,www.americanexpress.com,018000214040,
376718,,,AMEX,,CREDIT,,MX,AMERICAN EXPRESS,,www.americanexpress.com,8774025225,
376727,,,AMEX,,CREDIT,,MX,AMERICAN EXPRESS,,www.americanexpress.com,018005040400,
376728,,,AMEX,,CREDIT,,MX,AMERICAN EXPRESS,,www.americanexpress.com,,
376730,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005216121,
376731,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8887088128,
376740,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8004923344,
376746,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,,
376750,376751,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8004923344,
376762,376764,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005284800,
376767,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005253355,
376770,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005253355,
376772,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8003272177,
376781,376782,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005253355,
376790,376791,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005253355,
376792,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005284800,
376916,,,AMEX,,CREDIT,,IN,AMERICAN EXPRESS,,www.americanexpress.com,911242801444,
376945,,,AMEX,,CREDIT,,IN,AMERICAN EXPRESS,,www.americanexpress.com,911242801299,
377038,377039,,AMEX,,CREDIT,,VE,CORP BANCA,,www.americanexpress.com,,
377064,,,AMEX,,CREDIT,,GB,LLOYDS,,www.americanexpress.com,08456062175,
377130,,,AMEX,,CREDIT,,GB,MBNA,,www.americanexpress.com,08000567686,
377132,,,AMEX,,CREDIT,,GB,MBNA,,www.americanexpress.com,441244672111,
377169,,,AMEX,,CREDIT,,BR,BRADESCO,,www.americanexpress.com,,
377212,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8882461076,
377214,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8882461076,
377229,377230,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8002570770,
377231,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8882583741,
377232,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8002971000,
377234,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8002971000,
377239,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8882583741,
377240,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005284800,
377257,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8882461076,
377262,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8882583741,
377264,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8002570770,
377266,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8882583741,
377267,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8882461076,
377269,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005284800,
377289,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,,
377292,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8882461076,
377293,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8882583741,
377295,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8002570770,
377297,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8002971000,
377299,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005284800,
377675,,,AMEX,,CREDIT,,SE,AMERICAN EXPRESS,,www.americanexpress.com,,
377747,,,AMEX,,CREDIT,,AU,DAVID JONES,,www.americanexpress.com,61282718182,
377783,,,AMEX,,CREDIT,,JP,SAISON CARD,,www.americanexpress.com,,
377790,,,AMEX,,CREDIT,,AR,SANTANDER RIO,,www.americanexpress.com,5443792639,
377791,,,AMEX,,CREDIT,,AR,SANTANDER RIO,,www.americanexpress.com,541143792639,
377792,,,AMEX,,CREDIT,,AR,SANTANDER RIO,,www.americanexpress.com,541143792700,
377847,,,AMEX,,CREDIT,,CO,BANCOLOMBIA,,www.americanexpress.com,5745109000,
377852,,,AMEX,,CREDIT,,AU,WESTPAC,,www.americanexpress.com,61363451999,
378201,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8004928468,
378260,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8004923344,
378264,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8004928468,
378266,,,AMEX,,CREDIT,,US,AMAX,,www.americanexpress.com,8005536464,
378296,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005284800,
378312,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005282122,
378340,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8004928468,
378360,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8004928468,
378363,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8004928468,
378727,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,,
378750,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005282122,
379183,,,AMEX,,CREDIT,,KR,SAMSUNGCARD,,www.americanexpress.com,82220008100,
379362,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,,
379443,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005282122,
379470,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005282122,
379483,,,AMEX,,CREDIT,,US,AMERICANEXPRESS,,www.americanexpress.com,8005282122,
379486,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005282122,
379607,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8127554501,
379611,379612,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005282122,
379616,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005282122,
379617,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,1,
379626,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005284800,
379643,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,6663,
379651,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8004924920,
379715,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8002570770,
379728,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,,
379734,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8002570770,
379744,,,AMEX,,CREDIT,,US,AMERICAN EXPRESS,,www.americanexpress.com,8882583741,
400022,,,VISA,,DEBIT,,US,NAVY FEDERAL CREDIT UNION,,,8888426328,
400163,,,VISA,,DEBIT,,BR,BANCO DO BRASIL,,,3039671096,
400177,,,VISA,,DEBIT,,US,ELGA CREDIT UNION,,,8008826457,
400178,,,VISA,,DEBIT,,BR,BANCO DO BRASIL,,,+351 21 350 969,
400185,,,VISA,,DEBIT,,BR,BANCO DO BRASIL S.A.,,,40040001,
400217,,,VISA,,CREDIT,,BR,CREDICARD,,,08007242483,
400218,,,VISA,,DEBIT,,US,BEACON CREDIT UNION,,,8007623136,
400247,,,VISA,,CREDIT,,BR,ITAU,,,551140014848,
400248,,,VISA,,CREDIT,,BR,CREDICARD S.A. ADMINISTRADORA DE CARTOESDE CREDITO,,,551140014626,
400252,,,VISA,,CREDIT,,BR,CREDICARD,,,551140014626,
400344,,,VISA,,CREDIT,,US,CAPITAL ONE,,,8009557070,
400388,,,VISA,,CREDIT,,US,TEXAS BANK & TRUST,,,8004237503,
400390,,,VISA,,CREDIT,,US,"BANK OF AMERICA, N.A. (USA)",,,8006731044,
400544,,,VISA,,DEBIT,,US,PAYCARD,,,8662129650,
400548,,,VISA,,DEBIT,,US,USBANK,,,8558223293,
400614,,,VISA,,CREDIT,,US,USBANK,,,8006992281,
400652,,,VISA,,CREDIT,,BR,ITAU,,,55-11-31500737,
400770,,,VISA,,CREDIT,,BR,CAIXA ECONOMICA FEDERAL,,,551132384455,
400819,,,VISA,,DEBIT,,MX,BANCOPPEL,,,,
400970,,,VISA,,CREDIT,,BR,CAIXA ECONOMICA FEDERAL,,,280192921086300,
400998,,,VISA,,DEBIT,,US,FINANCIAL HEALTH FEDERAL CREDIT UNION,,,877-866-7827,
401105,,,VISA,,DEBIT,,US,PENTAGON FEDERAL CREDIT UNION,,,8002475626,
401108,,,VISA,,CREDIT,,US,FIRST TECH FEDERAL CREDIT UNION,,,8558558805,
401154,,,VISA,,DEBIT,,US,VYSTAR CREDIT UNION,,,8668978272,
401171,,,VISA,,DEBIT,,US,DELTA COMMUNITY CREDIT UNION,,,4047154725,
401174,,,VISA,,DEBIT,,US,WHITNEY,,,8008444450,
401178,,,VISA,,CREDIT,,BR,BANCO DO BRASIL,,,800-657-6366,
401197,,,VISA,,DEBIT,,US,TALBOT,,,4108869802,
401350,,,VISA,,DEBIT,,US,Metropolitan Commercial Bank,,www.metropolitanbankny.com,,New York City
401370,,,VISA,,CREDIT,,BR,CAIXA ECONOMICA FEDERAL,,,08007284455,
401378,,,VISA,,DEBIT,,US,CONNEX CREDIT UNION,,,8002786466,
401398,,,VISA,,CREDIT,,US,USBANK,,,8662344672,
401538,,,VISA,,DEBIT,,US,NIHFCU,,,8008776440,
401684,,,VISA,,CREDIT,,BR,SAFRA,,,551140014460,
401719,,,VISA,,DEBIT,,US,CHELSEA GROTON SAVINGS BANK,,,1,
401723,,,VISA,,CREDIT,,US,GROW FINANCIAL FEDERAL CREDIT UNION,,,8002999842,
401777,,,VISA,,DEBIT,,US,TD BANKNORTH,,,8887519000,
401795,,,VISA,,DEBIT,,AU,,,,61386419083,
401804,,,VISA,,CREDIT,,US,CITI,,,8009505114,
401901,,,VISA,,CREDIT,,US,BANK OF AMERICA N.A.,,,8007329194,
401940,,,VISA,,CREDIT,,US,,,,,
401982,,,VISA,,DEBIT,,US,LA CAPITAL,,,8889187763,
402017,,,VISA,,DEBIT,,US,ACNB,,,7178819385,
